Cites	Authors	Title	Year	Source	Publisher	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	FullTextURL	RelatedURL
103	Y. Liu	Machine Learning for the Detection and Identification of Internet of Things Devices: A Survey	2022	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107831290&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107831290&origin=inward	49	11/28/2024 19:17	Article	10.1109/JIOT.2021.3099028	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85107831290	9	1	298	320	103	51.5	103	1	2			
102	A. Ayub Khan	Internet of Things (IoT) Security With Blockchain Technology: A State-of-the-Art Review	2022	IEEE Access		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85142859597&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85142859597&origin=inward	50	11/28/2024 19:17	Article	10.1109/ACCESS.2022.3223370	2169-3536	https://api.elsevier.com/content/abstract/scopus_id/85142859597	10		122679	122695	102	51	102	1	2			
102	S. He	Collaborative Sensing in Internet of Things: A Comprehensive Survey	2022	IEEE Communications Surveys and Tutorials		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85133763004&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85133763004&origin=inward	51	11/28/2024 19:17	Article	10.1109/COMST.2022.3187138	1553-877X	https://api.elsevier.com/content/abstract/scopus_id/85133763004	24	3	1435	1474	102	51	102	1	2			
101	Z.A.E. Houda	'Why Should I Trust Your IDS?': An Explainable Deep Learning Framework for Intrusion Detection Systems in Internet of Things Networks	2022	IEEE Open Journal of the Communications Society		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134241547&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134241547&origin=inward	52	11/28/2024 19:17	Article	10.1109/OJCOMS.2022.3188750	2644-125X	https://api.elsevier.com/content/abstract/scopus_id/85134241547	3		1164	1176	101	50.5	101	1	2			
100	A. Rejeb	The big picture on the internet of things and the smart city: a review of what we know and what we need to know	2022	Internet of Things (Netherlands)		https://api.elsevier.com/content/article/eid/1-s2.0-S2542660522000609	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85133897525&origin=inward	53	11/28/2024 19:17	Article	10.1016/j.iot.2022.100565	2542-6605	https://api.elsevier.com/content/abstract/scopus_id/85133897525	19				100	50	100	1	2			
100	M.A. Almaiah	An AI?Enabled Hybrid Lightweight Authentication Model for Digital Healthcare Using Industrial Internet of Things Cyber?Physical Systems	2022	Sensors		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124471449&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124471449&origin=inward	54	11/28/2024 19:17	Article	10.3390/s22041448	1424-8220	https://api.elsevier.com/content/abstract/scopus_id/85124471449	22	4			100	50	100	1	2			
98	L. Haghnegahdar	From IoT-based cloud manufacturing approach to intelligent additive manufacturing: industrial Internet of Things—an overview	2022	International Journal of Advanced Manufacturing Technology		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122157276&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122157276&origin=inward	55	11/28/2024 19:17	Review	10.1007/s00170-021-08436-x	0268-3768	https://api.elsevier.com/content/abstract/scopus_id/85122157276	119	3	1461	1478	98	49	98	1	2			
96	Z. Fang	Stochastic Optimization-Aided Energy-Efficient Information Collection in Internet of Underwater Things Networks	2022	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118119374&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118119374&origin=inward	56	11/28/2024 19:17	Article	10.1109/JIOT.2021.3088279	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85118119374	9	3	1775	1789	96	48	96	1	2			
95	J. Srivastava	Internet of Medical Things (IoMT)-Based Smart Healthcare System: Trends and Progress	2022	Computational Intelligence and Neuroscience		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134888152&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134888152&origin=inward	57	11/28/2024 19:17	Article	10.1155/2022/7218113	1687-5265	https://api.elsevier.com/content/abstract/scopus_id/85134888152	2022				95	47.5	95	1	2			
95	A. Abbas	A New Ensemble-Based Intrusion Detection System for Internet of Things	2022	Arabian Journal for Science and Engineering		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85113783962&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113783962&origin=inward	58	11/28/2024 19:17	Article	10.1007/s13369-021-06086-5	2193-567X	https://api.elsevier.com/content/abstract/scopus_id/85113783962	47	2	1805	1819	95	47.5	95	1	2			
95	S. Yadav	Internet of things (IoT) based coordination system in Agri-food supply chain: development of an efficient framework using DEMATEL-ISM	2022	Operations Management Research		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091185643&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091185643&origin=inward	59	11/28/2024 19:17	Article	10.1007/s12063-020-00164-x	1936-9735	https://api.elsevier.com/content/abstract/scopus_id/85091185643	15	1	1	27	95	47.5	95	1	2			
94	O. Peter	"Industrial internet of things (IIoT): opportunities, challenges, and requirements in manufacturing businesses in emerging economies"	2022	Procedia Computer Science		https://api.elsevier.com/content/article/eid/1-s2.0-S1877050922023602	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85160862758&origin=inward	60	11/28/2024 19:17	Conference Paper	10.1016/j.procs.2022.12.282	1877-0509	https://api.elsevier.com/content/abstract/scopus_id/85160862758	217		856	865	94	47	94	1	2			
94	P. Boobalan	Fusion of Federated Learning and Industrial Internet of Things: A survey	2022	Computer Networks		https://api.elsevier.com/content/article/eid/1-s2.0-S1389128622001955	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131096587&origin=inward	61	11/28/2024 19:17	Review	10.1016/j.comnet.2022.109048	1389-1286	https://api.elsevier.com/content/abstract/scopus_id/85131096587	212				94	47	94	1	2			
93	G. L?z?roiu	"Artificial intelligence-based decision-making algorithms, Internet of Things sensing networks, and sustainable cyber-physical management systems in big data-driven cognitive manufacturing"	2022	Oeconomia Copernicana		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146461996&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85146461996&origin=inward	62	11/28/2024 19:17	Article	10.24136/oc.2022.030	2083-1277	https://api.elsevier.com/content/abstract/scopus_id/85146461996	13	4	1047	1080	93	46.5	93	1	2			
93	P. Ajay	Data Analytics and Cloud-Based Platform for Internet of Things Applications in Smart Cities	2022	"2022 International Conference on Industry 4.0 Technology, I4Tech 2022"		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85143839999&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85143839999&origin=inward	63	11/28/2024 19:17	Conference Paper	10.1109/I4Tech55392.2022.9952780		https://api.elsevier.com/content/abstract/scopus_id/85143839999					93	46.5	93	1	2			
92	P.K. Malik	Village 4.0: Digitalization of village with smart internet of things technologies	2022	Computers and Industrial Engineering		https://api.elsevier.com/content/article/eid/1-s2.0-S0360835222000080	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123425205&origin=inward	64	11/28/2024 19:17	Article	10.1016/j.cie.2022.107938	0360-8352	https://api.elsevier.com/content/abstract/scopus_id/85123425205	165				92	46	92	1	2			
92	L. Nie	Intrusion Detection for Secure Social Internet of Things Based on Collaborative Edge Computing: A Generative Adversarial Network-Based Approach	2022	IEEE Transactions on Computational Social Systems		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103251401&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103251401&origin=inward	65	11/28/2024 19:17	Article	10.1109/TCSS.2021.3063538	2329-924X	https://api.elsevier.com/content/abstract/scopus_id/85103251401	9	1	134	145	92	46	92	1	2			
91	C. Chen	An edge intelligence empowered flooding process prediction using Internet of things in smart city	2022	Journal of Parallel and Distributed Computing		https://api.elsevier.com/content/article/eid/1-s2.0-S0743731522000612	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85127367401&origin=inward	66	11/28/2024 19:17	Article	10.1016/j.jpdc.2022.03.010	0743-7315	https://api.elsevier.com/content/abstract/scopus_id/85127367401	165		66	78	91	45.5	91	1	2			
91	Z. Guo	Deep Learning-Embedded Social Internet of Things for Ambiguity-Aware Social Recommendations	2022	IEEE Transactions on Network Science and Engineering		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099198613&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099198613&origin=inward	67	11/28/2024 19:17	Article	10.1109/TNSE.2021.3049262	2327-4697	https://api.elsevier.com/content/abstract/scopus_id/85099198613	9	3	1067	1081	91	45.5	91	1	2			
90	P. Williams	A survey on security in internet of things with a focus on the impact of emerging technologies	2022	Internet of Things (Netherlands)		https://api.elsevier.com/content/article/eid/1-s2.0-S2542660522000592	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134327378&origin=inward	68	11/28/2024 19:17	Review	10.1016/j.iot.2022.100564	2542-6605	https://api.elsevier.com/content/abstract/scopus_id/85134327378	19				90	45	90	1	2			
89	M. Hrouga	The potentials of combining Blockchain technology and Internet of Things for digital reverse supply chain: A case study	2022	Journal of Cleaner Production		https://api.elsevier.com/content/article/eid/1-s2.0-S0959652622002505	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123251766&origin=inward	69	11/28/2024 19:17	Article	10.1016/j.jclepro.2022.130609	0959-6526	https://api.elsevier.com/content/abstract/scopus_id/85123251766	337				89	44.5	89	1	2			
88	L. Wu	Linking permissioned blockchain to Internet of Things (IoT)-BIM platform for off-site production management in modular construction	2022	Computers in Industry		https://api.elsevier.com/content/article/eid/1-s2.0-S0166361521001809	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119987988&origin=inward	70	11/28/2024 19:17	Article	10.1016/j.compind.2021.103573	0166-3615	https://api.elsevier.com/content/abstract/scopus_id/85119987988	135				88	44	88	1	2			
86	Y. Wang	Trajectory Design for UAV-Based Internet of Things Data Collection: A Deep Reinforcement Learning Approach	2022	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85112628598&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85112628598&origin=inward	71	11/28/2024 19:17	Article	10.1109/JIOT.2021.3102185	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85112628598	9	5	3899	3912	86	43	86	1	2			
84	T.T.H. Le	XGBoost for Imbalanced Multiclass Classification-Based Industrial Internet of Things Intrusion Detection Systems	2022	Sustainability (Switzerland)		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85137071700&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85137071700&origin=inward	72	11/28/2024 19:17	Article	10.3390/su14148707	2071-1050	https://api.elsevier.com/content/abstract/scopus_id/85137071700	14	14			84	42	84	1	2			
83	L. Yang	An Intelligent Trust Cloud Management Method for Secure Clustering in 5G Enabled Internet of Medical Things	2022	IEEE Transactions on Industrial Informatics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139475570&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139475570&origin=inward	73	11/28/2024 19:17	Article	10.1109/TII.2021.3128954	1551-3203	https://api.elsevier.com/content/abstract/scopus_id/85139475570	18	12	8864	8875	83	41.5	83	1	2			
83	A.R. Khan	"Deep Learning for Intrusion Detection and Security of Internet of Things (IoT): Current Analysis, Challenges, and Possible Solutions"	2022	Security and Communication Networks		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134533191&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134533191&origin=inward	74	11/28/2024 19:17	Review	10.1155/2022/4016073	1939-0114	https://api.elsevier.com/content/abstract/scopus_id/85134533191	2022				83	41.5	83	1	2			
83	K. Wójcicki	"Internet of Things in Industry: Research Profiling, Application, Challenges and Opportunities—A Review"	2022	Energies		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125762681&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125762681&origin=inward	75	11/28/2024 19:17	Review	10.3390/en15051806	1996-1073	https://api.elsevier.com/content/abstract/scopus_id/85125762681	15	5			83	41.5	83	1	2			
83	R.L. Kumar	A Survey on blockchain for industrial Internet of Things: Blockchain for Internet of Things	2022	Alexandria Engineering Journal		https://api.elsevier.com/content/article/eid/1-s2.0-S1110016821007560	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119483861&origin=inward	76	11/28/2024 19:17	Article	10.1016/j.aej.2021.11.023	1110-0168	https://api.elsevier.com/content/abstract/scopus_id/85119483861	61	8	6001	6022	83	41.5	83	1	2			
83	Y. Li	Deep Learning in Security of Internet of Things	2022	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85113885870&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113885870&origin=inward	77	11/28/2024 19:17	Article	10.1109/JIOT.2021.3106898	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85113885870	9	22	22133	22146	83	41.5	83	1	2			
82	F.K. Shaikh	Recent Trends in Internet-of-Things-Enabled Sensor Technologies for Smart Agriculture	2022	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139402709&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139402709&origin=inward	78	11/28/2024 19:17	Review	10.1109/JIOT.2022.3210154	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85139402709	9	23	23583	23598	82	41	82	1	2			
82	R.U. Rasool	"Security and privacy of internet of medical things: A contemporary review in the age of surveillance, botnets, and adversarial ML"	2022	Journal of Network and Computer Applications		https://api.elsevier.com/content/article/eid/1-s2.0-S1084804522000017	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123843417&origin=inward	79	11/28/2024 19:17	Review	10.1016/j.jnca.2022.103332	1084-8045	https://api.elsevier.com/content/abstract/scopus_id/85123843417	201				82	41	82	1	2			
81	Y. Chi	Knowledge-Based Fault Diagnosis in Industrial Internet of Things: A Survey	2022	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85127488821&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85127488821&origin=inward	80	11/28/2024 19:17	Article	10.1109/JIOT.2022.3163606	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85127488821	9	15	12886	12900	81	40.5	81	1	2			
80	G. Anitha	An Intelligent LoRa based Women Protection and Safety Enhancement using Internet of Things	2022	"6th International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud), I-SMAC 2022 - Proceedings"		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146418449&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85146418449&origin=inward	81	11/28/2024 19:17	Conference Paper	10.1109/I-SMAC55078.2022.9987425		https://api.elsevier.com/content/abstract/scopus_id/85146418449			43	48	80	40	80	1	2			
80	Z. Ashfaq	A review of enabling technologies for Internet of Medical Things (IoMT) Ecosystem	2022	Ain Shams Engineering Journal		https://api.elsevier.com/content/article/eid/1-s2.0-S209044792100438X	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122471097&origin=inward	82	11/28/2024 19:17	Review	10.1016/j.asej.2021.101660	2090-4479	https://api.elsevier.com/content/abstract/scopus_id/85122471097	13	4			80	40	80	1	2			
80	J. Chen	Compressed Sensing Framework for Heart Sound Acquisition in Internet of Medical Things	2022	IEEE Transactions on Industrial Informatics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121374277&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121374277&origin=inward	83	11/28/2024 19:17	Article	10.1109/TII.2021.3088465	1551-3203	https://api.elsevier.com/content/abstract/scopus_id/85121374277	18	3	2000	2009	80	40	80	1	2			
79	J. Lu	Blockchain-Based Secure Data Storage Protocol for Sensors in the Industrial Internet of Things	2022	IEEE Transactions on Industrial Informatics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125489852&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125489852&origin=inward	84	11/28/2024 19:17	Article	10.1109/TII.2021.3112601	1551-3203	https://api.elsevier.com/content/abstract/scopus_id/85125489852	18	8	5422	5431	79	39.5	79	1	2			
79	X. Le	Piezoelectric MEMS - Evolution from sensing technology to diversified applications in the 5G/Internet of Things (IoT) era	2022	Journal of Micromechanics and Microengineering		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121931798&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121931798&origin=inward	85	11/28/2024 19:17	Article	10.1088/1361-6439/ac3ab9	0960-1317	https://api.elsevier.com/content/abstract/scopus_id/85121931798	32	1			79	39.5	79	1	2			
78	M. Shafiq	"The Rise of ""internet of Things"": Review and Open Research Issues Related to Detection and Prevention of IoT-Based Security Attacks"	2022	Wireless Communications and Mobile Computing		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135984004&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135984004&origin=inward	86	11/28/2024 19:17	Review	10.1155/2022/8669348	1530-8669	https://api.elsevier.com/content/abstract/scopus_id/85135984004	2022				78	39	78	1	2			
78	A. Islam	FBI: A Federated Learning-Based Blockchain-Embedded Data Accumulation Scheme Using Drones for Internet of Things	2022	IEEE Wireless Communications Letters		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124815914&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124815914&origin=inward	87	11/28/2024 19:17	Article	10.1109/LWC.2022.3151873	2162-2337	https://api.elsevier.com/content/abstract/scopus_id/85124815914	11	5	972	976	78	39	78	1	2			
78	B. Chander	Artificial Intelligence-based Internet of Things for Industry 5.0	2022	Internet of Things		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122798071&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122798071&origin=inward	88	11/28/2024 19:17	Book Chapter	10.1007/978-3-030-87059-1_1	2199-1073	https://api.elsevier.com/content/abstract/scopus_id/85122798071			3	45	78	39	78	1	2			
78	Z. Guo	Hybrid Intelligence-Driven Medical Image Recognition for Remote Patient Diagnosis in Internet of Medical Things	2022	IEEE Journal of Biomedical and Health Informatics		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122595688&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122595688&origin=inward	89	11/28/2024 19:17	Article	10.1109/JBHI.2021.3139541	2168-2194	https://api.elsevier.com/content/abstract/scopus_id/85122595688	26	12	5817	5828	78	39	78	1	2			
78	H. Orchi	On using artificial intelligence and the internet of things for crop disease detection: A contemporary survey	2022	Agriculture (Switzerland)		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121722206&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121722206&origin=inward	90	11/28/2024 19:17	Review	10.3390/agriculture12010009	2077-0472	https://api.elsevier.com/content/abstract/scopus_id/85121722206	12	1			78	39	78	1	2			
78	I.A. Khan	XSRU-IoMT: Explainable simple recurrent units for threat detection in Internet of Medical Things networks	2022	Future Generation Computer Systems		https://api.elsevier.com/content/article/eid/1-s2.0-S0167739X21003563	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115376405&origin=inward	91	11/28/2024 19:17	Article	10.1016/j.future.2021.09.010	0167-739X	https://api.elsevier.com/content/abstract/scopus_id/85115376405	127		181	193	78	39	78	1	2			
76	L. Yu	Jointly Optimizing Client Selection and Resource Management in Wireless Federated Learning for Internet of Things	2022	IEEE Internet of Things Journal		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126523784&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126523784&origin=inward	92	11/28/2024 19:17	Article	10.1109/JIOT.2021.3103715	2327-4662	https://api.elsevier.com/content/abstract/scopus_id/85126523784	9	6	4385	4395	76	38	76	1	2			
75	M.A. Almaiah	A Lightweight Hybrid Deep Learning Privacy Preserving Model for FC-Based Industrial Internet of Medical Things	2022	Sensors		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125953636&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125953636&origin=inward	93	11/28/2024 19:17	Article	10.3390/s22062112	1424-8220	https://api.elsevier.com/content/abstract/scopus_id/85125953636	22	6			75	37.5	75	1	2			
74	K. Gupta	A tree classifier based network intrusion detection model for Internet of Medical Things	2022	Computers and Electrical Engineering		https://api.elsevier.com/content/article/eid/1-s2.0-S0045790622004049	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132234965&origin=inward	94	11/28/2024 19:17	Article	10.1016/j.compeleceng.2022.108158	0045-7906	https://api.elsevier.com/content/abstract/scopus_id/85132234965	102				74	37	74	1	2			
74	R. Kumar	"Exploring the Application Sphere of the Internet of Things in Industry 4.0: A Review, Bibliometric and Content Analysis"	2022	Sensors		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131704878&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131704878&origin=inward	95	11/28/2024 19:17	Article	10.3390/s22114276	1424-8220	https://api.elsevier.com/content/abstract/scopus_id/85131704878	22	11			74	37	74	1	2			
74	K.O.M. Salih	A Comprehensive Survey on the Internet of Things with the Industrial Marketplace	2022	Sensors		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122859706&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122859706&origin=inward	96	11/28/2024 19:17	Review	10.3390/s22030730	1424-8220	https://api.elsevier.com/content/abstract/scopus_id/85122859706	22	3			74	37	74	1	2			
74	K. Wang	How does the Internet of Things (IoT) help in microalgae biorefinery?	2022	Biotechnology Advances		https://api.elsevier.com/content/article/eid/1-s2.0-S0734975021001257	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114732777&origin=inward	97	11/28/2024 19:17	Review	10.1016/j.biotechadv.2021.107819	0734-9750	https://api.elsevier.com/content/abstract/scopus_id/85114732777	54				74	37	74	1	2			
74	H. Tran-Dang	"The Internet of Things for Logistics: Perspectives, Application Review, and Challenges"	2022	"IETE Technical Review (Institution of Electronics and Telecommunication Engineers, India)"		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092511210&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092511210&origin=inward	98	11/28/2024 19:17	Review	10.1080/02564602.2020.1827308	0256-4602	https://api.elsevier.com/content/abstract/scopus_id/85092511210	39	1	93	121	74	37	74	1	2			
73	P. Rajesh	A novel intelligent technique for energy management in smart home using internet of things	2022	Applied Soft Computing		https://api.elsevier.com/content/article/eid/1-s2.0-S1568494622005622	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85136109710&origin=inward	99	11/28/2024 19:17	Article	10.1016/j.asoc.2022.109442	1568-4946	https://api.elsevier.com/content/abstract/scopus_id/85136109710	128				73	36.5	73	1	2			
73	S. Zhu	Green AI for IIoT: Energy Efficient Intelligent Edge Computing for Industrial Internet of Things	2022	IEEE Transactions on Green Communications and Networking		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85113306352&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113306352&origin=inward	100	11/28/2024 19:17	Article	10.1109/TGCN.2021.3100622	2473-2400	https://api.elsevier.com/content/abstract/scopus_id/85113306352	6	1	79	88	73	36.5	73	1	2			
73	S. Suhail	Trustworthy Digital Twins in the Industrial Internet of Things With Blockchain	2022	IEEE Internet Computing		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85101782099&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101782099&origin=inward	101	11/28/2024 19:17	Article	10.1109/MIC.2021.3059320	1089-7801	https://api.elsevier.com/content/abstract/scopus_id/85101782099	26	3	58	67	73	36.5	73	1	2			
72	Z. Guo	Fuz-Spam: Label Smoothing-Based Fuzzy Detection of Spammers in Internet of Things	2022	IEEE Transactions on Fuzzy Systems		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85141758566&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85141758566&origin=inward	102	11/28/2024 19:17	Article	10.1109/TFUZZ.2021.3130311	1063-6706	https://api.elsevier.com/content/abstract/scopus_id/85141758566	30	11	4543	4554	72	36	72	1	2			
72	R.O. Ogundokun	Medical Internet-of-Things Based Breast Cancer Diagnosis Using Hyperparameter-Optimized Neural Networks	2022	Future Internet		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130961744&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130961744&origin=inward	103	11/28/2024 19:17	Article	10.3390/fi14050153	1999-5903	https://api.elsevier.com/content/abstract/scopus_id/85130961744	14	5			72	36	72	1	2			
72	M. Esposito	Recent Advances in Internet of Things Solutions for Early Warning Systems: A Review	2022	Sensors		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125947058&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125947058&origin=inward	104	11/28/2024 19:17	Review	10.3390/s22062124	1424-8220	https://api.elsevier.com/content/abstract/scopus_id/85125947058	22	6			72	36	72	1	2			
71	C. Bay?lm??	A survey on communication protocols and performance evaluations for Internet of Things	2022	Digital Communications and Networks		https://api.elsevier.com/content/article/eid/1-s2.0-S2352864822000347	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130703227&origin=inward	105	11/28/2024 19:17	Article	10.1016/j.dcan.2022.03.013	2468-5925	https://api.elsevier.com/content/abstract/scopus_id/85130703227	8	6	1094	1104	71	35.5	71	1	2			
71	C. Qiu	Cloud Computing Assisted Blockchain-Enabled Internet of Things	2022	IEEE Transactions on Cloud Computing		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126519762&origin=inward	https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126519762&origin=inward	106	11/28/2024 19:17	Article	10.1109/TCC.2019.2930259	2168-7161	https://api.elsevier.com/content/abstract/scopus_id/85126519762	10	1	247	257	71	35.5	71	1	2			
